PAPEL,Ano,P/L,P/RECEITA (PSR),P/VP,DIVIDEND YIELD (DY),PAYOUT,MARGEM LÍQUIDA,MARGEM BRUTA,MARGEM EBIT,MARGEM EBITDA,EV/EBITDA,EV/EBIT,P/EBITDA,P/EBIT,P/ATIVO,P/CAP.GIRO,P/ATIVO CIRC LIQ,VPA,LPA,GIRO ATIVOS,ROE,ROIC,ROA,DÍVIDA LÍQUIDA / EBITDA,DÍVIDA LÍQUIDA / EBIT,DÍVIDA BRUTA / PATRIMÔNIO,PATRIMÔNIO / ATIVOS,PASSIVOS / ATIVOS,LIQUIDEZ CORRENTE,CAGR RECEITAS 5 ANOS,CAGR LUCROS 5 ANOS,Valor de mercado,Valor de firma,Patrimônio Líquido,Nº total de papeis,Ativos,Ativo Circulante,Dívida Bruta,Dívida Líquida,Disponibilidade,Segmento de Listagem,Free Float,Tag Along,Liquidez Média Diária,Setor,Segmento,Rentab_1M,Rentab_3M,Rentab_1A,Rentab_2A,Rentab_5A,Rentab_10A
GFSA,2023,-7.18,1.27,0.82,"0,00%","0,00%","-17,70%","-4,21%","-3,36%","-1,88%",-145.63,-81.67,-67.52,-37.87,0.27,0.95,-0.86,12.68,-1.45,0.22,"-11,45%","-2,34%","-3,81%",-78.11,-43.81,1.07,0.33,0.67,1.73,"2,81%",-%,R$ 88.079.000,R$ 1.512.969.000,R$ 2.002.085.000,6.728.000,R$ 5.154.481.000,R$ 3.036.365.000,R$ 1.627.052.000,R$ 1.424.890.000,R$ 202.162.000,Novo Mercado,"99,82%","100,00%",R$ 4.498.000,Consumo Cíclico,Incorporações,"-26,63%","-49,65%","-77,43%","-86,80%","-98,75%","-99,75%"
GFSA,2022,-16.02,1.17,751.82,"0,00%","0,00%","-7,32%","13,47%","-11,54%","-8,16%",-30.89,-21.83,-14.38,-10.16,0.24,0.64,-0.88,0.01,-0.62,0.21,"-4.693,96%","-9,25%","-1,52%",-16.51,-11.67,1123.03,0.000323,0.68,2.10,"13,29%",-%,R$ 88.079.000,R$ 1.512.969.000,R$ 2.002.085.000,6.728.000,R$ 5.154.481.000,R$ 3.036.365.000,R$ 1.627.052.000,R$ 1.424.890.000,R$ 202.162.000,Novo Mercado,"99,82%","100,00%",R$ 4.498.000,Consumo Cíclico,Incorporações,"-26,63%","-49,65%","-77,43%","-86,80%","-98,75%","-99,75%"
GFSA,2021,29.96,2.98,2.18,"0,00%","0,00%","9,93%","25,50%","25,74%","23,87%",17.36,16.10,12.46,11.56,0.52,1.58,-1.34,0.92,0.07,0.17,"7,28%","4,68%","1,72%",4.90,4.54,1.41,0.24,0.62,2.13,"-2,22%",-%,R$ 88.079.000,R$ 1.512.969.000,R$ 2.002.085.000,6.728.000,R$ 5.154.481.000,R$ 3.036.365.000,R$ 1.627.052.000,R$ 1.424.890.000,R$ 202.162.000,Novo Mercado,"99,82%","100,00%",R$ 4.498.000,Consumo Cíclico,Incorporações,"-26,63%","-49,65%","-77,43%","-86,80%","-98,75%","-99,75%"
GFSA,2020,-68.85,5.97,3.37,"0,00%","0,00%","-8,66%","20,44%","0,41%","1,61%",392.93,1552.07,370.51,1463.51,1.40,4.90,-4.36,1.29,-0.06,0.24,"-4,90%","-0,16%","-2,05%",22.42,88.56,0.60,0.42,0.58,1.73,"-17,38%",-%,R$ 88.079.000,R$ 1.512.969.000,R$ 2.002.085.000,6.728.000,R$ 5.154.481.000,R$ 3.036.365.000,R$ 1.627.052.000,R$ 1.424.890.000,R$ 202.162.000,Novo Mercado,"99,82%","100,00%",R$ 4.498.000,Consumo Cíclico,Incorporações,"-26,63%","-49,65%","-77,43%","-86,80%","-98,75%","-99,75%"
HBOR,Atual,7.83,0.32,0.27,"3,49%","26,95%","4,06%","33,57%","16,48%","18,30%",8.49,9.43,1.74,1.93,0.06,0.22,-0.12,10.92,0.38,0.19,"3,44%","5,55%","2,39%",6.76,7.50,1.19,0.23,0.56,2.31,"4,91%","20,03%",R$ 368.090.000,R$ 1.898.049.000,R$ 1.461.366.000,133.851.000,R$ 6.462.804.000,R$ 3.179.783.000,R$ 1.740.375.000,R$ 1.529.959.000,R$ 210.416.000,Novo Mercado,"49,01%","100,00%",R$ 3.562.000,Consumo Cíclico,Incorporações,"23,87%","2,23%","29,69%","-3,82%","-75,32%","-53,76%"
HBOR,2024,3.27,0.15,0.13,"6,60%","21,56%","4,45%","30,76%","18,73%","21,31%",6.26,7.12,0.68,0.78,0.03,0.18,-0.05,10.85,0.42,0.19,"3,89%","6,07%","2,43%",5.58,6.35,1.37,0.22,0.60,1.52,"-0,32%",-%,R$ 368.090.000,R$ 1.898.049.000,R$ 1.461.366.000,133.851.000,R$ 6.462.804.000,R$ 3.179.783.000,R$ 1.740.375.000,R$ 1.529.959.000,R$ 210.416.000,Novo Mercado,"49,01%","100,00%",R$ 3.562.000,Consumo Cíclico,Incorporações,"23,87%","2,23%","29,69%","-3,82%","-75,32%","-53,76%"
HBOR,2023,9.29,0.37,0.34,"2,57%","23,85%","3,98%","29,68%","17,82%","20,09%",8.26,9.31,1.84,2.08,0.08,0.27,-0.16,10.53,0.38,0.21,"3,61%","5,98%","2,84%",6.42,7.24,1.36,0.23,0.61,2.20,"29,52%",-%,R$ 368.090.000,R$ 1.898.049.000,R$ 1.461.366.000,133.851.000,R$ 6.462.804.000,R$ 3.179.783.000,R$ 1.740.375.000,R$ 1.529.959.000,R$ 210.416.000,Novo Mercado,"49,01%","100,00%",R$ 3.562.000,Consumo Cíclico,Incorporações,"23,87%","2,23%","29,69%","-3,82%","-75,32%","-53,76%"
HBOR,2022,5.35,0.30,0.20,"8,86%","47,38%","5,63%","27,90%","16,25%","18,84%",10.27,11.91,1.60,1.85,0.05,0.14,-0.12,10.25,0.38,0.17,"3,72%","4,03%","2,07%",8.67,10.05,1.32,0.26,0.59,3.04,"11,84%",-%,R$ 368.090.000,R$ 1.898.049.000,R$ 1.461.366.000,133.851.000,R$ 6.462.804.000,R$ 3.179.783.000,R$ 1.740.375.000,R$ 1.529.959.000,R$ 210.416.000,Novo Mercado,"49,01%","100,00%",R$ 3.562.000,Consumo Cíclico,Incorporações,"23,87%","2,23%","29,69%","-3,82%","-75,32%","-53,76%"
HBOR,2021,6.20,0.66,0.67,"1,01%","6,29%","10,65%","26,46%","15,90%","17,94%",11.30,12.75,3.68,4.16,0.15,0.34,-0.38,7.03,0.75,0.22,"10,74%","5,79%","3,36%",7.61,8.59,1.38,0.22,0.58,3.15,"1,00%",-%,R$ 368.090.000,R$ 1.898.049.000,R$ 1.461.366.000,133.851.000,R$ 6.462.804.000,R$ 3.179.783.000,R$ 1.740.375.000,R$ 1.529.959.000,R$ 210.416.000,Novo Mercado,"49,01%","100,00%",R$ 3.562.000,Consumo Cíclico,Incorporações,"23,87%","2,23%","29,69%","-3,82%","-75,32%","-53,76%"
HBOR,2020,61.73,1.68,1.89,"0,00%","0,00%","2,72%","19,73%","5,46%","6,82%",46.18,57.69,24.66,30.80,0.38,0.76,-1.39,6.49,0.20,0.22,"3,06%","1,33%","1,42%",21.53,26.89,1.65,0.20,0.62,3.12,"-5,72%","-2,09%",R$ 368.090.000,R$ 1.898.049.000,R$ 1.461.366.000,133.851.000,R$ 6.462.804.000,R$ 3.179.783.000,R$ 1.740.375.000,R$ 1.529.959.000,R$ 210.416.000,Novo Mercado,"49,01%","100,00%",R$ 3.562.000,Consumo Cíclico,Incorporações,"23,87%","2,23%","29,69%","-3,82%","-75,32%","-53,76%"
JHSF,Atual,3.30,2.07,0.63,"6,71%","22,20%","62,89%","58,86%","92,95%","96,72%",4.06,4.22,2.14,2.23,0.24,1.13,-0.38,8.79,1.68,0.12,"19,08%","12,37%","7,35%",1.92,1.99,0.93,0.39,0.59,2.48,"9,20%","12,21%",R$ 3.685.956.000,R$ 7.053.984.000,R$ 5.988.659.000,681.322.000,R$ 15.473.499.000,R$ 5.572.007.000,R$ 5.586.439.000,R$ 3.368.028.000,R$ 2.218.411.000,Novo Mercado,"43,12%","100,00%",R$ 11.633.000,Consumo Cíclico,Incorporações,"8,00%","10,13%","36,57%","31,02%","-11,08%","399,81%"
JHSF,2024,2.92,1.55,0.46,"10,13%","29,55%","53,14%","57,11%","76,11%","80,69%",4.21,4.46,1.92,2.04,0.19,1.39,-0.27,7.95,1.25,0.12,"15,78%","11,01%","6,48%",2.28,2.42,0.83,0.41,0.56,1.75,"20,35%","21,40%",R$ 3.685.956.000,R$ 7.053.984.000,R$ 5.988.659.000,681.322.000,R$ 15.473.499.000,R$ 5.572.007.000,R$ 5.586.439.000,R$ 3.368.028.000,R$ 2.218.411.000,Novo Mercado,"43,12%","100,00%",R$ 11.633.000,Consumo Cíclico,Incorporações,"8,00%","10,13%","36,57%","31,02%","-11,08%","399,81%"
JHSF,2023,8.39,2.38,0.79,"8,11%","63,34%","28,40%","59,13%","57,79%","61,62%",6.53,6.97,3.87,4.12,0.34,2.59,-0.45,7.06,0.66,0.14,"9,41%","8,71%","4,49%",2.67,2.85,0.68,0.43,0.53,2.18,"26,82%","20,56%",R$ 3.685.956.000,R$ 7.053.984.000,R$ 5.988.659.000,681.322.000,R$ 15.473.499.000,R$ 5.572.007.000,R$ 5.586.439.000,R$ 3.368.028.000,R$ 2.218.411.000,Novo Mercado,"43,12%","100,00%",R$ 11.633.000,Consumo Cíclico,Incorporações,"8,00%","10,13%","36,57%","31,02%","-11,08%","399,81%"
JHSF,2022,5.21,1.80,0.70,"4,16%","21,66%","34,51%","59,65%","46,91%","50,08%",5.83,6.23,3.59,3.83,0.33,1.38,-0.48,7.18,0.96,0.18,"13,42%","10,20%","6,12%",2.24,2.39,0.63,0.47,0.50,4.21,"39,82%",-%,R$ 3.685.956.000,R$ 7.053.984.000,R$ 5.988.659.000,681.322.000,R$ 15.473.499.000,R$ 5.572.007.000,R$ 5.586.439.000,R$ 3.368.028.000,R$ 2.218.411.000,Novo Mercado,"43,12%","100,00%",R$ 11.633.000,Consumo Cíclico,Incorporações,"8,00%","10,13%","36,57%","31,02%","-11,08%","399,81%"
JHSF,2021,3.79,1.89,0.85,"7,06%","26,74%","49,99%","69,44%","55,47%","58,40%",4.18,4.40,3.24,3.41,0.45,3.17,-0.60,6.55,1.47,0.24,"22,48%","17,06%","11,67%",0.94,0.99,0.44,0.53,0.46,2.42,"39,13%",-%,R$ 3.685.956.000,R$ 7.053.984.000,R$ 5.988.659.000,681.322.000,R$ 15.473.499.000,R$ 5.572.007.000,R$ 5.586.439.000,R$ 3.368.028.000,R$ 2.218.411.000,Novo Mercado,"43,12%","100,00%",R$ 11.633.000,Consumo Cíclico,Incorporações,"8,00%","10,13%","36,57%","31,02%","-11,08%","399,81%"
JHSF,2020,8.27,4.55,1.42,"1,87%","24,24%","54,99%","69,23%","69,73%","71,81%",6.96,7.16,6.33,6.52,0.73,6.81,-0.98,5.50,0.94,0.16,"17,17%","13,24%","8,77%",0.63,0.64,0.42,0.51,0.47,1.72,"12,87%","42,24%",R$ 3.685.956.000,R$ 7.053.984.000,R$ 5.988.659.000,681.322.000,R$ 15.473.499.000,R$ 5.572.007.000,R$ 5.586.439.000,R$ 3.368.028.000,R$ 2.218.411.000,Novo Mercado,"43,12%","100,00%",R$ 11.633.000,Consumo Cíclico,Incorporações,"8,00%","10,13%","36,57%","31,02%","-11,08%","399,81%"
LAVV,Atual,6.01,1.39,1.59,"8,68%","48,80%","23,08%","34,87%","27,13%","27,28%",6.55,6.58,5.09,5.12,0.65,1.18,-2.49,7.84,2.06,0.47,"26,35%","18,07%","12,39%",1.46,1.47,0.54,0.41,0.53,3.84,"37,79%","31,90%",R$ 2.482.207.000,R$ 3.193.157.000,R$ 1.563.364.000,199.534.000,R$ 3.827.977.000,R$ 2.833.339.000,R$ 849.037.000,R$ 710.950.000,R$ 138.087.000,Novo Mercado,"37,00%","100,00%",R$ 4.307.000,Consumo Cíclico,Incorporações,"3,07%","12,38%","59,30%","81,04%","0,00%","0,00%"
LAVV,2024,4.36,0.96,1.01,"9,14%","39,90%","22,11%","33,76%","25,62%","25,81%",5.11,5.15,3.74,3.76,0.43,0.71,-1.82,7.45,1.72,0.45,"23,05%","16,56%","11,35%",1.37,1.38,0.44,0.43,0.50,4.93,-%,-%,R$ 2.482.207.000,R$ 3.193.157.000,R$ 1.563.364.000,199.534.000,R$ 3.827.977.000,R$ 2.833.339.000,R$ 849.037.000,R$ 710.950.000,R$ 138.087.000,Novo Mercado,"37,00%","100,00%",R$ 4.307.000,Consumo Cíclico,Incorporações,"3,07%","12,38%","59,30%","81,04%","0,00%","0,00%"
LAVV,2023,7.60,1.95,1.38,"7,50%","56,93%","25,62%","33,14%","24,37%","24,52%",7.22,7.27,7.94,7.99,0.79,1.27,-3.66,6.38,1.16,0.41,"18,18%","12,89%","11,12%",-0.71,-0.72,0.17,0.57,0.36,4.93,-%,-%,R$ 2.482.207.000,R$ 3.193.157.000,R$ 1.563.364.000,199.534.000,R$ 3.827.977.000,R$ 2.833.339.000,R$ 849.037.000,R$ 710.950.000,R$ 138.087.000,Novo Mercado,"37,00%","100,00%",R$ 4.307.000,Consumo Cíclico,Incorporações,"3,07%","12,38%","59,30%","81,04%","0,00%","0,00%"
LAVV,2022,8.28,1.71,0.81,"10,81%","89,55%","20,69%","33,56%","15,58%","15,76%",6.48,6.56,10.87,11.00,0.49,0.80,-2.31,5.87,0.58,0.29,"9,81%","5,20%","6,79%",-4.39,-4.44,0.04,0.61,0.35,4.53,-%,-%,R$ 2.482.207.000,R$ 3.193.157.000,R$ 1.563.364.000,199.534.000,R$ 3.827.977.000,R$ 2.833.339.000,R$ 849.037.000,R$ 710.950.000,R$ 138.087.000,Novo Mercado,"37,00%","100,00%",R$ 4.307.000,Consumo Cíclico,Incorporações,"3,07%","12,38%","59,30%","81,04%","0,00%","0,00%"
LAVV,2021,5.83,1.70,0.88,"13,10%","76,33%","29,17%","41,64%","28,98%","26,29%",2.90,2.63,6.47,5.87,0.59,1.33,-1.69,5.90,0.89,0.35,"15,08%","13,55%","11,67%",-3.57,-3.23,0.000351,0.67,0.29,3.17,-%,-%,R$ 2.482.207.000,R$ 3.193.157.000,R$ 1.563.364.000,199.534.000,R$ 3.827.977.000,R$ 2.833.339.000,R$ 849.037.000,R$ 710.950.000,R$ 138.087.000,Novo Mercado,"37,00%","100,00%",R$ 4.307.000,Consumo Cíclico,Incorporações,"3,07%","12,38%","59,30%","81,04%","0,00%","0,00%"
LAVV,2020,19.61,5.10,1.51,"0,00%","0,00%","26,02%","41,67%","33,06%","0,00%",-,8.16,-,15.43,1.08,1.66,-6.21,6.10,0.47,0.21,"7,69%","8,74%","7,02%",-,-7.27,0.05,0.72,0.23,4.77,-%,-%,R$ 2.482.207.000,R$ 3.193.157.000,R$ 1.563.364.000,199.534.000,R$ 3.827.977.000,R$ 2.833.339.000,R$ 849.037.000,R$ 710.950.000,R$ 138.087.000,Novo Mercado,"37,00%","100,00%",R$ 4.307.000,Consumo Cíclico,Incorporações,"3,07%","12,38%","59,30%","81,04%","0,00%","0,00%"
MELK,Atual,5.77,0.64,0.72,"31,48%","181,57%","11,06%","25,21%","11,07%","11,39%",5.89,6.07,5.60,5.76,0.30,0.64,-1.17,5.19,0.65,0.46,"12,47%","6,63%","7,30%",0.29,0.30,0.41,0.41,0.53,2.65,"15,71%","27,11%",R$ 750.820.000,R$ 791.166.000,R$ 1.069.819.000,206.269.000,R$ 2.596.784.000,R$ 1.938.031.000,R$ 439.029.000,R$ 40.346.000,R$ 398.683.000,Novo Mercado,"92,04%","100,00%",R$ 956.000,Consumo Cíclico,Incorporações,"8,66%","8,66%","41,97%","23,39%","0,00%","0,00%"
MELK,2024,9.60,0.71,0.60,"11,27%","108,20%","7,41%","21,72%","7,53%","7,94%",7.71,8.12,8.97,9.45,0.28,0.56,-1.21,5.87,0.37,0.40,"6,30%","3,17%","5,27%",-1.25,-1.32,0.30,0.47,0.47,2.93,"12,82%","19,86%",R$ 750.820.000,R$ 791.166.000,R$ 1.069.819.000,206.269.000,R$ 2.596.784.000,R$ 1.938.031.000,R$ 439.029.000,R$ 40.346.000,R$ 398.683.000,Novo Mercado,"92,04%","100,00%",R$ 956.000,Consumo Cíclico,Incorporações,"8,66%","8,66%","41,97%","23,39%","0,00%","0,00%"
MELK,2023,8.99,0.84,0.82,"11,68%","115,21%","9,30%","20,59%","8,17%","8,48%",8.72,9.06,9.86,10.24,0.41,0.76,-2.30,5.84,0.53,0.49,"9,14%","4,45%","6,28%",-1.13,-1.18,0.24,0.50,0.45,2.90,-%,-%,R$ 750.820.000,R$ 791.166.000,R$ 1.069.819.000,206.269.000,R$ 2.596.784.000,R$ 1.938.031.000,R$ 439.029.000,R$ 40.346.000,R$ 398.683.000,Novo Mercado,"92,04%","100,00%",R$ 956.000,Consumo Cíclico,Incorporações,"8,66%","8,66%","41,97%","23,39%","0,00%","0,00%"
MELK,2022,8.04,0.66,0.56,"6,37%","37,92%","8,20%","22,82%","7,12%","7,44%",6.41,6.70,8.86,9.26,0.29,0.55,-1.49,5.85,0.41,0.45,"7,00%","3,66%","5,46%",-2.45,-2.56,0.14,0.52,0.44,3.06,-%,-%,R$ 750.820.000,R$ 791.166.000,R$ 1.069.819.000,206.269.000,R$ 2.596.784.000,R$ 1.938.031.000,R$ 439.029.000,R$ 40.346.000,R$ 398.683.000,Novo Mercado,"92,04%","100,00%",R$ 956.000,Consumo Cíclico,Incorporações,"8,66%","8,66%","41,97%","23,39%","0,00%","0,00%"
MELK,2021,9.57,1.03,0.75,"7,36%","70,45%","10,75%","23,97%","7,89%","8,50%",6.18,6.66,12.10,13.03,0.41,0.78,-3.03,5.11,0.40,0.40,"7,87%","4,44%","4,43%",-5.92,-6.37,0.01,0.54,0.39,2.54,-%,-%,R$ 750.820.000,R$ 791.166.000,R$ 1.069.819.000,206.269.000,R$ 2.596.784.000,R$ 1.938.031.000,R$ 439.029.000,R$ 40.346.000,R$ 398.683.000,Novo Mercado,"92,04%","100,00%",R$ 956.000,Consumo Cíclico,Incorporações,"8,66%","8,66%","41,97%","23,39%","0,00%","0,00%"
MELK,2020,37.31,2.73,1.51,"0,00%","0,00%","7,31%","22,37%","9,41%","10,63%",26.96,30.45,25.68,29.00,0.89,1.46,-7.80,5.11,0.21,0.32,"4,04%","3,70%","3,19%",1.28,1.45,0.08,0.59,0.33,3.15,-%,-%,R$ 750.820.000,R$ 791.166.000,R$ 1.069.819.000,206.269.000,R$ 2.596.784.000,R$ 1.938.031.000,R$ 439.029.000,R$ 40.346.000,R$ 398.683.000,Novo Mercado,"92,04%","100,00%",R$ 956.000,Consumo Cíclico,Incorporações,"8,66%","8,66%","41,97%","23,39%","0,00%","0,00%"
MTRE,Atual,6.52,0.33,0.38,"15,21%","90,44%","5,04%","25,24%","12,96%","9,34%",8.07,5.81,3.52,2.53,0.16,0.35,-0.89,9.38,0.54,0.49,"5,79%","7,34%","3,48%",4.55,3.28,0.67,0.43,0.55,2.35,"22,63%","10,35%",R$ 354.345.000,R$ 839.060.000,R$ 992.548.000,105.774.000,R$ 2.310.159.000,R$ 1.889.252.000,R$ 667.324.000,R$ 484.715.000,R$ 182.609.000,Novo Mercado,"54,06%","100,00%",R$ 2.498.000,Consumo Cíclico,Incorporações,"-10,67%","-15,56%","-4,51%","-27,16%","-65,19%","0,00%"
MTRE,2024,6.24,0.26,0.31,"10,33%","54,23%","4,17%","23,82%","11,92%","8,02%",7.37,4.95,3.24,2.18,0.14,0.32,-0.62,9.43,0.47,0.54,"4,93%","7,05%","3,16%",4.12,2.77,0.63,0.45,0.53,2.27,"30,48%","16,82%",R$ 354.345.000,R$ 839.060.000,R$ 992.548.000,105.774.000,R$ 2.310.159.000,R$ 1.889.252.000,R$ 667.324.000,R$ 484.715.000,R$ 182.609.000,Novo Mercado,"54,06%","100,00%",R$ 2.498.000,Consumo Cíclico,Incorporações,"-10,67%","-15,56%","-4,51%","-27,16%","-65,19%","0,00%"
MTRE,2023,7.25,0.70,0.66,"12,32%","89,33%","9,70%","19,87%","11,25%","12,40%",9.66,10.64,5.67,6.25,0.30,0.63,-1.28,9.36,0.85,0.43,"9,08%","5,06%","4,38%",3.99,4.39,0.66,0.46,0.53,2.63,"43,88%","42,22%",R$ 354.345.000,R$ 839.060.000,R$ 992.548.000,105.774.000,R$ 2.310.159.000,R$ 1.889.252.000,R$ 667.324.000,R$ 484.715.000,R$ 182.609.000,Novo Mercado,"54,06%","100,00%",R$ 2.498.000,Consumo Cíclico,Incorporações,"-10,67%","-15,56%","-4,51%","-27,16%","-65,19%","0,00%"
MTRE,2022,11.02,0.51,0.39,"9,02%","99,43%","4,59%","29,19%","6,50%","7,20%",16.16,17.90,7.03,7.79,0.19,0.40,-0.68,9.40,0.33,0.37,"3,50%","2,10%","1,81%",9.13,10.12,0.50,0.48,0.51,2.84,-%,-%,R$ 354.345.000,R$ 839.060.000,R$ 992.548.000,105.774.000,R$ 2.310.159.000,R$ 1.889.252.000,R$ 667.324.000,R$ 484.715.000,R$ 182.609.000,Novo Mercado,"54,06%","100,00%",R$ 2.498.000,Consumo Cíclico,Incorporações,"-10,67%","-15,56%","-4,51%","-27,16%","-65,19%","0,00%"
MTRE,2021,36.40,1.54,0.93,"6,75%","245,61%","4,24%","34,10%","7,05%","7,93%",19.26,21.65,19.45,21.87,0.56,1.05,-2.39,8.95,0.23,0.36,"2,57%","2,75%","1,73%",-0.20,-0.22,0.11,0.60,0.37,3.27,-%,-%,R$ 354.345.000,R$ 839.060.000,R$ 992.548.000,105.774.000,R$ 2.310.159.000,R$ 1.889.252.000,R$ 667.324.000,R$ 484.715.000,R$ 182.609.000,Novo Mercado,"54,06%","100,00%",R$ 2.498.000,Consumo Cíclico,Incorporações,"-10,67%","-15,56%","-4,51%","-27,16%","-65,19%","0,00%"
MTRE,2020,37.22,4.37,1.88,"0,00%","0,00%","11,75%","33,98%","9,25%","10,09%",39.75,43.33,43.34,47.25,1.36,2.07,-7.55,9.07,0.46,0.31,"5,04%","3,01%","3,71%",-3.59,-3.91,0.05,0.73,0.24,5.09,-%,-%,R$ 354.345.000,R$ 839.060.000,R$ 992.548.000,105.774.000,R$ 2.310.159.000,R$ 1.889.252.000,R$ 667.324.000,R$ 484.715.000,R$ 182.609.000,Novo Mercado,"54,06%","100,00%",R$ 2.498.000,Consumo Cíclico,Incorporações,"-10,67%","-15,56%","-4,51%","-27,16%","-65,19%","0,00%"
MDNE,Atual,6.11,1.01,1.18,"5,28%","32,42%","16,47%","33,03%","16,84%","17,87%",6.15,6.52,5.63,5.98,0.43,1.42,-0.88,19.91,3.83,0.43,"19,22%","12,95%","7,09%",0.52,0.55,0.29,0.37,0.63,2.54,"30,91%",-,R$ 2.001.314.000,R$ 2.183.010.000,R$ 1.690.841.000,84.909.000,R$ 4.576.479.000,R$ 2.307.959.000,R$ 498.306.000,R$ 181.696.000,R$ 316.610.000,Novo Mercado,"62,91%","0,00%",R$ 14.314.000,Consumo Cíclico,Incorporações,"11,60%","25,31%","72,28%","110,60%","161,62%","0,00%"
MDNE,2024,3.65,0.58,0.60,"6,02%","21,95%","16,02%","33,54%","15,79%","16,96%",3.85,4.13,3.44,3.70,0.22,0.80,-0.42,18.14,2.96,0.38,"16,33%","10,18%","6,05%",0.40,0.43,0.33,0.37,0.63,2.46,"30,95%",-%,R$ 2.001.314.000,R$ 2.183.010.000,R$ 1.690.841.000,84.909.000,R$ 4.576.479.000,R$ 2.307.959.000,R$ 498.306.000,R$ 181.696.000,R$ 316.610.000,Novo Mercado,"62,91%","0,00%",R$ 14.314.000,Consumo Cíclico,Incorporações,"11,60%","25,31%","72,28%","110,60%","161,62%","0,00%"
MDNE,2023,7.26,0.98,0.84,"0,00%","0,00%","13,54%","34,73%","14,93%","15,57%",6.52,6.80,6.31,6.59,0.33,1.40,-0.55,15.80,1.84,0.33,"11,62%","7,99%","4,53%",0.20,0.21,0.25,0.39,0.61,2.39,"26,18%",-%,R$ 2.001.314.000,R$ 2.183.010.000,R$ 1.690.841.000,84.909.000,R$ 4.576.479.000,R$ 2.307.959.000,R$ 498.306.000,R$ 181.696.000,R$ 316.610.000,Novo Mercado,"62,91%","0,00%",R$ 14.314.000,Consumo Cíclico,Incorporações,"11,60%","25,31%","72,28%","110,60%","161,62%","0,00%"
MDNE,2022,4.66,0.62,0.42,"0,00%","0,00%","13,25%","33,33%","10,95%","11,57%",3.94,4.16,5.33,5.63,0.17,0.72,-0.28,13.92,1.25,0.28,"8,96%","4,98%","3,73%",-1.39,-1.47,0.11,0.42,0.58,2.78,"5,57%","57,94%",R$ 2.001.314.000,R$ 2.183.010.000,R$ 1.690.841.000,84.909.000,R$ 4.576.479.000,R$ 2.307.959.000,R$ 498.306.000,R$ 181.696.000,R$ 316.610.000,Novo Mercado,"62,91%","0,00%",R$ 14.314.000,Consumo Cíclico,Incorporações,"11,60%","25,31%","72,28%","110,60%","161,62%","0,00%"
MDNE,2021,5.17,0.69,0.40,"0,00%","0,00%","13,39%","36,44%","10,04%","10,72%",5.56,5.93,6.45,6.89,0.16,0.76,-0.29,12.57,0.98,0.23,"7,77%","4,06%","3,15%",-0.90,-0.96,0.12,0.40,0.60,1.85,"0,55%",-%,R$ 2.001.314.000,R$ 2.183.010.000,R$ 1.690.841.000,84.909.000,R$ 4.576.479.000,R$ 2.307.959.000,R$ 498.306.000,R$ 181.696.000,R$ 316.610.000,Novo Mercado,"62,91%","0,00%",R$ 14.314.000,Consumo Cíclico,Incorporações,"11,60%","25,31%","72,28%","110,60%","161,62%","0,00%"
MDNE,2020,-9.84,1.92,0.99,"0,00%","0,00%","-19,50%","27,07%","-14,09%","-13,22%",-16.37,-15.36,-14.51,-13.62,0.47,2.12,-0.82,11.73,-1.18,0.25,"-10,05%","-7,39%","-5,03%",-1.85,-1.74,0.13,0.48,0.52,2.12,"-7,91%",-%,R$ 2.001.314.000,R$ 2.183.010.000,R$ 1.690.841.000,84.909.000,R$ 4.576.479.000,R$ 2.307.959.000,R$ 498.306.000,R$ 181.696.000,R$ 316.610.000,Novo Mercado,"62,91%","0,00%",R$ 14.314.000,Consumo Cíclico,Incorporações,"11,60%","25,31%","72,28%","110,60%","161,62%","0,00%"
MRVE,Atual,-2.91,0.43,0.81,-,-,"-14,61%","27,82%","-3,61%","-1,27%",-93.83,-33.04,-33.45,-11.78,0.15,0.69,-0.33,9.16,-2.55,0.36,"-27,79%","-4,30%","-5,28%",-60.38,-21.26,1.52,0.19,0.78,1.68,"8,10%",-,R$ 3.996.069.000,R$ 11.525.545.000,R$ 5.158.009.000,562.826.000,R$ 27.411.776.000,R$ 14.896.393.000,R$ 7.852.042.000,R$ 7.529.476.000,R$ 322.566.000,Novo Mercado,"66,65%","100,00%",R$ 64.744.000,Consumo Cíclico,Incorporações,"19,33%","38,94%","-4,83%","-44,14%","-57,83%","54,28%"
MRVE,2024,-5.94,0.33,0.46,"0,00%","0,00%","-5,59%","26,37%","4,81%","6,73%",20.38,28.50,4.93,6.89,0.10,0.54,-0.19,11.43,-0.89,0.31,"-7,82%","1,76%","-1,64%",15.45,21.60,1.52,0.22,0.75,1.68,"8,27%",-%,R$ 3.996.069.000,R$ 11.525.545.000,R$ 5.158.009.000,562.826.000,R$ 27.411.776.000,R$ 14.896.393.000,R$ 7.852.042.000,R$ 7.529.476.000,R$ 322.566.000,Novo Mercado,"66,65%","100,00%",R$ 64.744.000,Consumo Cíclico,Incorporações,"19,33%","38,94%","-4,83%","-44,14%","-57,83%","54,28%"
